Sentence ID,Word,Tag
7,Hong,O
7,Kong-based,O
7,media,B-Org
7,organizations,I-Org
7,.,O
8,The,O
8,admin@338,B-HackOrg
8,previous,O
8,activities,B-OffAct
8,against,O
8,financial,B-Idus
8,and,O
8,policy,B-Org
8,organizations,I-Org
8,have,O
8,largely,O
8,focused,O
8,on,O
8,spear,B-Way
8,phishing,I-Way
8,emails,I-Way
8,written,O
8,in,O
8,English,O
8,",",O
8,destined,O
8,for,O
8,Western,B-Area
8,audiences,B-Org
8,.,O
9,Once,O
9,the,O
9,LOWBALL,B-Tool
9,malware,I-Tool
9,calls,O
9,back,O
9,to,O
9,the,O
9,Dropbox,O
9,account,O
9,",",O
9,the,O
9,admin@338,B-HackOrg
9,will,O
9,create,O
9,a,O
9,file,O
9,called,O
9,upload.bat,B-SamFile
9,which,O
9,contains,O
9,commands,O
9,to,O
9,be,O
9,executed,O
9,on,O
9,the,O
9,compromised,O
9,computer,O
9,.,O
10,We,O
10,observed,O
10,the,O
10,admin@338,B-HackOrg
10,upload,O
10,a,O
10,second,O
10,stage,O
10,malware,O
10,",",O
10,known,O
10,as,O
10,BUBBLEWRAP,B-Tool
10,(,O
10,also,O
10,known,O
10,as,O
10,Backdoor.APT.FakeWinHTTPHelper,B-Tool
10,),O
10,to,O
10,their,O
10,Dropbox,O
10,account,O
10,along,O
10,with,O
10,the,O
10,following,O
10,command,O
10,.,O
11,We,O
11,have,O
11,previously,O
11,observed,O
11,the,O
11,admin@338,B-HackOrg
11,group,I-HackOrg
11,use,O
11,BUBBLEWRAP,B-Tool
11,.,O
12,The,O
12,LOWBALL,B-Tool
12,first,O
12,stage,O
12,malware,O
12,allows,O
12,the,O
12,group,B-HackOrg
12,to,O
12,collect,B-Features
12,information,I-Features
12,from,O
12,victims,O
12,and,O
12,then,O
12,deliver,O
12,the,O
12,BUBBLEWRAP,B-Tool
12,second,O
12,stage,O
12,malware,O
12,to,O
12,their,O
12,victims,O
12,after,O
12,verifying,O
12,that,O
12,they,O
12,are,O
12,indeed,O
12,interesting,O
12,targets,O
12,.,O
13,The,O
13,admin@338,B-HackOrg
13,linked,O
13,to,O
13,China,B-Area
13,and,O
13,alleged,O
13,to,O
13,be,O
13,responsible,O
13,for,O
13,targeted,B-OffAct
13,attacks,I-OffAct
13,against,O
13,foreign,O
13,governments,B-Idus
13,and,O
13,ministries,I-Idus
13,",",O
13,has,O
13,now,O
13,pointed,O
13,its,O
13,focus,O
13,inward,O
13,at,O
13,China,B-Area
13,autonomous,O
13,territory,O
13,Hong,B-Area
13,Kong,I-Area
13,.,O
14,An,O
14,APT,B-HackOrg
14,gang,B-HackOrg
14,linked,O
14,to,O
14,China,B-Area
14,and,O
14,alleged,O
14,to,O
14,be,O
14,responsible,O
14,for,O
14,targeted,B-OffAct
14,attacks,I-OffAct
14,against,O
14,foreign,O
14,governments,B-Idus
14,and,O
14,ministries,I-Idus
14,",",O
14,has,O
14,now,O
14,pointed,O
14,its,O
14,focus,O
14,inward,O
14,at,O
14,China,B-Area
14,autonomous,O
14,territory,O
14,Hong,B-Area
14,Kong,I-Area
14,.,O
15,The,O
15,group,B-HackOrg
15,targeting,O
15,Hong,B-Area
15,Kong,I-Area
15,media,B-Idus
15,outlets,O
15,is,O
15,called,O
15,admin@338,B-HackOrg
15,and,O
15,is,O
15,known,O
15,to,O
15,researchers,O
15,for,O
15,using,O
15,publicly,O
15,available,O
15,remote,B-Tool
15,access,I-Tool
15,Trojans,I-Tool
15,such,O
15,as,O
15,Poison,B-Tool
15,Ivy,I-Tool
15,to,O
15,attack,O
15,government,B-Idus
15,and,O
15,financial,B-Org
15,firms,I-Org
15,specializing,O
15,in,O
15,global,B-Idus
15,economic,I-Idus
15,policy,O
15,.,O
16,The,O
16,agroup,B-HackOrg
16,targeting,O
16,Hong,B-Area
16,Kong,I-Area
16,media,B-Idus
16,outlets,O
16,is,O
16,called,O
16,admin@338,B-HackOrg
16,and,O
16,is,O
16,known,O
16,to,O
16,researchers,O
16,for,O
16,using,O
16,publicly,O
16,available,O
16,remote,B-Tool
16,access,I-Tool
16,Trojans,I-Tool
16,such,O
16,as,O
16,Poison,B-Tool
16,Ivy,I-Tool
16,to,O
16,attack,O
16,government,B-Idus
16,and,O
16,financial,B-Org
16,firms,I-Org
16,specializing,O
16,in,O
16,global,B-Idus
16,economic,I-Idus
16,policy,O
16,.,O
17,The,O
17,admin@338,B-HackOrg
17,",",O
17,active,O
17,since,O
17,2008,B-Time
17,",",O
17,has,O
17,been,O
17,seen,O
17,targeting,O
17,organizations,O
17,in,O
17,the,O
17,financial,B-Idus
17,services,I-Idus
17,",",O
17,telecoms,B-Idus
17,",",O
17,government,B-Idus
17,",",O
17,and,O
17,defense,B-Org
17,sectors,I-Org
17,.,O
18,The,O
18,APT,B-HackOrg
18,actor,I-HackOrg
18,",",O
18,active,O
18,since,O
18,2008,B-Time
18,",",O
18,has,O
18,been,O
18,seen,O
18,targeting,O
18,organizations,O
18,in,O
18,the,O
18,financial,B-Idus
18,services,I-Idus
18,",",O
18,telecoms,B-Idus
18,",",O
18,government,B-Idus
18,",",O
18,and,O
18,defense,B-Org
18,sectors,I-Org
18,.,O
19,In,O
19,August,B-Time
19,2013,I-Time
19,",",O
19,FireEye,B-SecTeam
19,reported,O
19,that,O
19,admin@338,B-HackOrg
19,had,O
19,been,O
19,using,O
19,the,O
19,Poison,B-Tool
19,Ivy,I-Tool
19,RAT,I-Tool
19,in,O
19,its,O
19,operations,O
19,.,O
20,In,O
20,March,B-Time
20,2014,I-Time
20,",",O
20,the,O
20,admin@338,B-HackOrg
20,leveraged,O
20,the,O
20,disappearance,O
20,of,O
20,Malaysia,O
20,Airlines,O
20,Flight,O
20,MH370,O
20,to,O
20,target,O
20,a,O
20,government,B-Idus
20,in,O
20,the,O
20,Asia-Pacific,B-Area
20,region,O
20,and,O
20,a,O
20,US-based,B-Area
20,think,B-Org
20,tank,I-Org
20,.,O
21,In,O
21,March,B-Time
21,2014,I-Time
21,",",O
21,the,O
21,group,B-HackOrg
21,leveraged,O
21,the,O
21,disappearance,O
21,of,O
21,Malaysia,O
21,Airlines,O
21,Flight,O
21,MH370,O
21,to,O
21,target,O
21,a,O
21,government,B-Idus
21,in,O
21,the,O
21,Asia-Pacific,B-Area
21,region,O
21,and,O
21,a,O
21,US-based,B-Area
21,think,B-Org
21,tank,I-Org
21,.,O
22,According,O
22,to,O
22,FireEye,B-SecTeam
22,",",O
22,the,O
22,admin@338,B-HackOrg
22,sent,O
22,out,O
22,emails,B-Way
22,containing,O
22,malicious,O
22,documents,O
22,designed,O
22,to,O
22,exploit,O
22,Microsoft,B-Exp
22,Office,I-Exp
22,vulnerabilities,I-Exp
22,in,O
22,an,O
22,effort,O
22,to,O
22,deliver,O
22,a,O
22,piece,O
22,of,O
22,malware,O
22,dubbed,O
22,LOWBALL,B-Tool
22,.,O
23,According,O
23,to,O
23,FireEye,B-SecTeam
23,",",O
23,the,O
23,attackers,B-HackOrg
23,sent,O
23,out,O
23,emails,B-Way
23,containing,O
23,malicious,O
23,documents,O
23,designed,O
23,to,O
23,exploit,O
23,Microsoft,B-Exp
23,Office,I-Exp
23,vulnerabilities,I-Exp
23,in,O
23,an,O
23,effort,O
23,to,O
23,deliver,O
23,a,O
23,piece,O
23,of,O
23,malware,O
23,dubbed,O
23,LOWBALL,B-Tool
23,.,O
24,The,O
24,admin@338,B-HackOrg
24,'s,O
24,Dropbox,O
24,accounts,O
24,have,O
24,also,O
24,been,O
24,found,O
24,to,O
24,contain,O
24,a,O
24,different,O
24,backdoor,O
24,dubbed,O
24,BUBBLEWRAP,B-Tool
24,.,O
25,Researchers,O
25,have,O
25,pointed,O
25,out,O
25,that,O
25,it,O
25,is,O
25,not,O
25,uncommon,O
25,for,O
25,China-based,B-Area
25,threat,B-HackOrg
25,groups,I-HackOrg
25,to,O
25,target,O
25,Hong,B-Area
25,Kong,I-Area
25,media,B-Org
25,organizations,I-Org
25,",",O
25,particularly,O
25,ones,O
25,whose,O
25,reporting,O
25,focuses,O
25,on,O
25,the,O
25,pro-democracy,O
25,movement,O
25,.,O
26,Researchers,O
26,have,O
26,pointed,O
26,out,O
26,that,O
26,it,O
26,is,O
26,not,O
26,uncommon,O
26,for,O
26,admin@338,B-HackOrg
26,to,O
26,target,O
26,Hong,B-Area
26,Kong,I-Area
26,media,B-Org
26,organizations,I-Org
26,",",O
26,particularly,O
26,ones,O
26,whose,O
26,reporting,O
26,focuses,O
26,on,O
26,the,O
26,pro-democracy,O
26,movement,O
26,.,O
27,This,O
27,week,O
27,the,O
27,experts,O
27,at,O
27,FireEye,B-SecTeam
27,discovered,O
27,that,O
27,a,O
27,group,B-HackOrg
27,of,O
27,Chinese-based,B-Area
27,hackers,B-HackOrg
27,called,O
27,admin@338,B-HackOrg
27,had,O
27,sent,O
27,multiple,O
27,MH370-themed,O
27,spear,B-Way
27,phishing,I-Way
27,emails,I-Way
27,",",O
27,the,O
27,attackers,B-HackOrg
27,targeted,O
27,government,B-Org
27,officials,I-Org
27,in,O
27,Asia-Pacific,B-Area
27,",",O
27,it,O
27,is,O
27,likely,O
27,for,O
27,cyber,B-HackOrg
27,espionage,I-HackOrg
27,purpose,O
27,.,O
28,The,O
28,attackers,B-HackOrg
28,used,O
28,the,O
28,popular,O
28,Poison,B-Tool
28,Ivy,I-Tool
28,RAT,I-Tool
28,and,O
28,WinHTTPHelper,B-Tool
28,malware,I-Tool
28,to,O
28,compromise,O
28,the,O
28,computers,O
28,of,O
28,government,B-Org
28,officials,I-Org
28,.,O
29,The,O
29,admin@338,B-HackOrg
29,used,O
29,the,O
29,popular,O
29,Poison,B-Tool
29,Ivy,I-Tool
29,RAT,I-Tool
29,and,O
29,WinHTTPHelper,B-Tool
29,malware,I-Tool
29,to,O
29,compromise,O
29,the,O
29,computers,O
29,of,O
29,government,B-Org
29,officials,I-Org
29,.,O
30,FireEye,B-SecTeam
30,analysts,O
30,documented,O
30,the,O
30,admin@338,B-HackOrg
30,group,I-HackOrg
30,'s,O
30,activities,B-OffAct
30,in,O
30,a,O
30,previous,O
30,paper,O
30,titled,O
30,Poison,B-Tool
30,Ivy,I-Tool
30,:,O
30,Assessing,O
30,Damage,O
30,and,O
30,Extracting,O
30,Intelligence,O
30,paper,O
30,.,O
31,The,O
31,spear-phishing,B-OffAct
31,campaign,I-OffAct
31,against,O
31,Asian,B-Area
31,entities,O
31,isn't,O
31,isolated,O
31,",",O
31,the,O
31,admin@338,B-HackOrg
31,also,O
31,started,O
31,another,O
31,attack,B-OffAct
31,against,O
31,the,O
31,US-based,B-Area
31,think,B-Org
31,tank,I-Org
31,on,O
31,14th,B-Time
31,March,I-Time
31,.,O
32,Our,O
32,analysis,O
32,has,O
32,led,O
32,us,O
32,to,O
32,conclude,O
32,that,O
32,APT1,B-HackOrg
32,is,O
32,likely,O
32,government-sponsored,O
32,and,O
32,one,O
32,of,O
32,the,O
32,most,O
32,persistent,O
32,of,O
32,China,B-Area
32,'s,O
32,cyber,B-HackOrg
32,threat,I-HackOrg
32,actors,I-HackOrg
32,.,O
33,FireEye,B-SecTeam
33,said,O
33,it,O
33,has,O
33,tracked,O
33,admin@338,B-HackOrg
33,'s,O
33,activity,B-OffAct
33,since,O
33,2013,B-Time
33,and,O
33,the,O
33,group,B-HackOrg
33,has,O
33,largely,O
33,targeted,O
33,organizations,O
33,involved,O
33,in,O
33,financial,B-Idus
33,",",O
33,economic,B-Idus
33,",",O
33,and,O
33,trade,B-Idus
33,policy,I-Idus
33,.,O
34,The,O
34,simplest,O
34,conclusion,O
34,based,O
34,on,O
34,these,O
34,facts,O
34,is,O
34,that,O
34,APT1,B-HackOrg
34,is,O
34,operating,O
34,in,O
34,China,B-Area
34,",",O
34,and,O
34,most,O
34,likely,O
34,in,O
34,Shanghai,B-Area
34,.,O
35,These,O
35,data,O
35,sets,O
35,show,O
35,that,O
35,APT1,B-HackOrg
35,is,O
35,either,O
35,operating,O
35,in,O
35,China,B-Area
35,during,O
35,normal,O
35,Chinese,B-Area
35,business,O
35,hours,O
35,or,O
35,that,O
35,APT1,B-HackOrg
35,is,O
35,intentionally,O
35,going,O
35,to,O
35,painstaking,O
35,lengths,O
35,to,O
35,look,O
35,like,O
35,they,O
35,are,O
35,.,O
36,APT1,B-HackOrg
36,has,O
36,used,O
36,and,O
36,steadily,O
36,modified,O
36,BISCUIT,B-Tool
36,since,O
36,as,O
36,early,O
36,as,O
36,2007,B-Time
36,and,O
36,continues,O
36,to,O
36,use,O
36,it,O
36,presently,O
36,.,O
37,While,O
37,APT1,B-HackOrg
37,intruders,O
37,occasionally,O
37,use,O
37,publicly,B-Tool
37,available,I-Tool
37,backdoors,I-Tool
37,such,O
37,as,O
37,Poison,B-Tool
37,Ivy,I-Tool
37,and,O
37,Gh0st,B-Tool
37,RAT,I-Tool
37,.,O
38,Given,O
38,the,O
38,mission,O
38,",",O
38,resourcing,O
38,",",O
38,and,O
38,location,O
38,of,O
38,PLA,B-HackOrg
38,Unit,I-HackOrg
38,61398,I-HackOrg
38,",",O
38,we,O
38,conclude,O
38,that,O
38,PLA,B-HackOrg
38,Unit,I-HackOrg
38,61398,I-HackOrg
38,is,O
38,APT1,B-HackOrg
38,.,O
39,APT1,B-HackOrg
39,were,O
39,a,O
39,highly,O
39,prolific,O
39,cyber-attack,B-HackOrg
39,group,I-HackOrg
39,operating,O
39,out,O
39,of,O
39,China,B-Area
39,.,O
40,APT1,B-HackOrg
40,is,O
40,a,O
40,China-based,B-Area
40,cyber-espionage,B-HackOrg
40,group,I-HackOrg
40,",",O
40,active,O
40,since,O
40,mid-2006,B-Time
40,.,O
41,APT12,B-HackOrg
41,'s,O
41,targets,O
41,are,O
41,consistent,O
41,with,O
41,larger,O
41,People,B-Area
41,'s,I-Area
41,Republic,I-Area
41,of,I-Area
41,China,I-Area
41,(,O
41,PRC,B-Area
41,),O
41,goals,O
41,.,O
42,Since,O
42,the,O
42,release,O
42,of,O
42,the,O
42,Arbor,B-SecTeam
42,blog,O
42,post,O
42,",",O
42,FireEye,B-SecTeam
42,has,O
42,observed,O
42,APT12,B-HackOrg
42,use,O
42,a,O
42,modified,O
42,backdoor,O
42,that,O
42,we,O
42,call,O
42,HIGHTIDE,B-Tool
42,.,O
43,However,O
43,",",O
43,the,O
43,malware,O
43,shared,O
43,several,O
43,traits,O
43,with,O
43,the,O
43,RIPTIDE,B-Tool
43,and,O
43,HIGHTIDE,B-Tool
43,backdoor,I-Tool
43,that,O
43,we,O
43,have,O
43,attributed,O
43,to,O
43,APT12,B-HackOrg
43,.,O
44,From,O
44,October,B-Time
44,2012,I-Time
44,to,O
44,May,B-Time
44,2014,I-Time
44,",",O
44,FireEye,B-SecTeam
44,observed,O
44,APT12,B-HackOrg
44,utilizing,O
44,RIPTIDE,B-Tool
44,",",O
44,that,O
44,communicates,O
44,via,O
44,HTTP,B-Tool
44,to,O
44,a,O
44,hard-coded,O
44,command,O
44,and,O
44,control,O
44,(,O
44,C2,O
44,),O
44,server,O
44,.,O
45,Similar,O
45,to,O
45,RIPTIDE,B-OffAct
45,campaigns,I-OffAct
45,",",O
45,APT12,B-HackOrg
45,infects,O
45,target,O
45,systems,O
45,with,O
45,HIGHTIDE,B-Tool
45,using,O
45,a,O
45,Microsoft,B-Tool
45,Word,I-Tool
45,(,O
45,.doc,B-Tool
45,),O
45,document,O
45,that,O
45,exploits,O
45,CVE-2012-0158,B-Exp
45,.,O
46,FireEye,B-SecTeam
46,believes,O
46,the,O
46,change,O
46,from,O
46,RIPTIDE,B-Tool
46,to,O
46,HIGHTIDE,B-Tool
46,represents,O
46,a,O
46,temporary,O
46,tool,O
46,shift,O
46,to,O
46,decrease,O
46,malware,O
46,detection,O
46,while,O
46,APT12,B-HackOrg
46,developed,O
46,a,O
46,completely,O
46,new,O
46,malware,O
46,toolset,O
46,.,O
47,They,O
47,have,O
47,largely,O
47,targeted,O
47,organizations,O
47,involved,O
47,in,O
47,financial,B-Idus
47,",",O
47,economic,B-Idus
47,and,O
47,trade,B-Idus
47,policy,I-Idus
47,",",O
47,typically,O
47,using,O
47,publicly,B-Tool
47,available,I-Tool
47,RATs,I-Tool
47,such,O
47,as,O
47,Poison,B-Tool
47,Ivy,I-Tool
47,",",O
47,as,O
47,well,O
47,some,O
47,non-public,B-Tool
47,backdoors,I-Tool
47,.,O
48,A,O
48,China-based,B-Area
48,cyber,B-HackOrg
48,threat,I-HackOrg
48,group,I-HackOrg
48,",",O
48,which,O
48,FireEye,B-SecTeam
48,tracks,O
48,as,O
48,an,O
48,uncategorized,O
48,advanced,O
48,persistent,O
48,threat,B-HackOrg
48,(,O
48,APT,I-HackOrg
48,),O
48,group,I-HackOrg
48,and,O
48,other,O
48,researchers,O
48,refer,O
48,to,O
48,as,O
48,admin@338,B-HackOrg
48,",",O
48,may,O
48,have,O
48,conducted,O
48,the,O
48,activity,B-OffAct
48,.,O
49,The,O
49,group,B-HackOrg
49,previous,O
49,activities,B-OffAct
49,against,O
49,financial,B-Idus
49,and,O
49,policy,B-Org
49,organizations,I-Org
49,have,O
49,largely,O
49,focused,O
49,on,O
49,spear,B-Way
49,phishing,I-Way
49,emails,I-Way
49,written,O
49,in,O
49,English,O
49,",",O
49,destined,O
49,for,O
49,Western,B-Area
49,audiences,B-Org
49,.,O
50,About,O
50,four,O
50,months,O
50,after,O
50,The,B-Org
50,New,I-Org
50,York,I-Org
50,Times,I-Org
50,publicized,O
50,an,O
50,attack,B-OffAct
50,on,O
50,its,O
50,network,O
50,",",O
50,the,O
50,APT12,B-HackOrg
50,behind,O
50,the,O
50,intrusion,O
50,deployed,O
50,updated,O
50,versions,O
50,of,O
50,their,O
50,Backdoor.APT.Aumlib,B-Tool
50,and,O
50,Backdoor.APT.Ixeshe,B-Tool
50,malware,I-Tool
50,families,I-Tool
50,.,O
51,With,O
51,this,O
51,in,O
51,mind,O
51,",",O
51,this,O
51,week,O
51,we,O
51,are,O
51,providing,O
51,some,O
51,indicators,O
51,for,O
51,a,O
51,China,B-Area
51,based,O
51,adversary,O
51,who,O
51,we,O
51,crypt,O
51,as,O
51,"""",O
51,NUMBERED,B-HackOrg
51,PANDA,I-HackOrg
51,"""",O
51,Numbered,B-HackOrg
51,Panda,I-HackOrg
51,has,O
51,a,O
51,long,O
51,list,O
51,of,O
51,high-profile,O
51,victims,O
51,and,O
51,is,O
51,known,O
51,by,O
51,a,O
51,number,O
51,of,O
51,names,O
51,including,O
51,:,O
51,DYNCALC,B-HackOrg
51,",",O
51,IXESHE,B-HackOrg
51,",",O
51,JOY,B-HackOrg
51,RAT,I-HackOrg
51,",",O
51,APT-12,B-HackOrg
51,",",O
51,etc,O
51,.,O
52,Numbered,B-HackOrg
52,Panda,I-HackOrg
52,has,O
52,a,O
52,long,O
52,list,O
52,of,O
52,high-profile,O
52,victims,O
52,and,O
52,is,O
52,known,O
52,by,O
52,a,O
52,number,O
52,of,O
52,names,O
52,including,O
52,:,O
52,DYNCALC,B-HackOrg
52,",",O
52,IXESHE,B-HackOrg
52,",",O
52,JOY,B-HackOrg
52,RAT,I-HackOrg
52,",",O
52,APT-12,B-HackOrg
52,",",O
52,etc,O
52,.,O
53,The,O
53,new,O
53,campaigns,B-OffAct
53,mark,O
53,the,O
53,first,O
53,significant,O
53,stirrings,O
53,from,O
53,the,O
53,APT12,B-HackOrg
53,since,O
53,it,O
53,went,O
53,silent,O
53,in,O
53,January,B-Time
53,in,O
53,the,O
53,wake,O
53,of,O
53,a,O
53,detailed,O
53,expose,O
53,of,O
53,the,O
53,group,B-HackOrg
53,and,O
53,its,O
53,exploits,O
53,—,O
53,and,O
53,a,O
53,retooling,O
53,of,O
53,what,O
53,security,O
53,researchers,O
53,believe,O
53,is,O
53,a,O
53,massive,O
53,spying,O
53,operation,O
53,based,O
53,in,O
53,China,B-Area
53,.,O
54,Between,O
54,November,B-Time
54,26,I-Time
54,",",I-Time
54,2015,I-Time
54,",",O
54,and,O
54,December,B-Time
54,1,I-Time
54,",",I-Time
54,2015,I-Time
54,",",O
54,known,O
54,and,O
54,suspected,O
54,China-based,B-Area
54,APT16,B-HackOrg
54,launched,O
54,several,O
54,spear,B-OffAct
54,phishing,I-OffAct
54,attacks,I-OffAct
54,targeting,O
54,Japan,B-Area
54,and,O
54,Taiwan,B-Area
54,in,O
54,the,O
54,high-tech,B-Idus
54,",",O
54,government,B-Idus
54,services,I-Idus
54,",",O
54,media,B-Idus
54,and,O
54,financial,B-Idus
54,services,I-Idus
54,industries,I-Idus
54,.,O
55,Between,O
55,November,B-Time
55,26,I-Time
55,",",I-Time
55,2015,I-Time
55,",",O
55,and,O
55,December,B-Time
55,1,I-Time
55,",",I-Time
55,2015,I-Time
55,",",O
55,known,O
55,and,O
55,suspected,O
55,China-based,B-Area
55,APT,B-HackOrg
55,groups,I-HackOrg
55,launched,O
55,several,O
55,spear,B-OffAct
55,phishing,I-OffAct
55,attacks,I-OffAct
55,targeting,O
55,Japanese,B-Area
55,and,O
55,Taiwanese,B-Area
55,organizations,O
55,in,O
55,the,O
55,high-tech,B-Idus
55,",",O
55,government,B-Idus
55,services,I-Idus
55,",",O
55,media,B-Idus
55,and,O
55,financial,B-Idus
55,services,I-Idus
55,industries,I-Idus
55,.,O
56,On,O
56,November,B-Time
56,26,I-Time
56,",",I-Time
56,2015,I-Time
56,",",O
56,a,O
56,suspected,O
56,China-based,B-Area
56,APT16,B-HackOrg
56,sent,O
56,Japanese,B-Area
56,defense,O
56,policy-themed,O
56,spear,B-Way
56,phishing,I-Way
56,emails,I-Way
56,to,O
56,multiple,O
56,Japanese,B-Area
56,financial,B-Org
56,and,O
56,high-tech,B-Org
56,companies,I-Org
56,.,O
57,On,O
57,November,B-Time
57,26,I-Time
57,",",I-Time
57,2015,I-Time
57,",",O
57,a,O
57,suspected,O
57,China-based,B-Area
57,APT,B-HackOrg
57,group,I-HackOrg
57,sent,O
57,Japanese,B-Area
57,defense,O
57,policy-themed,O
57,spear,B-Way
57,phishing,I-Way
57,emails,I-Way
57,to,O
57,multiple,O
57,Japanese,B-Area
57,financial,B-Org
57,and,O
57,high-tech,B-Org
57,companies,I-Org
57,.,O
58,While,O
58,attribution,O
58,of,O
58,the,O
58,first,O
58,two,O
58,spear,B-OffAct
58,phishing,I-OffAct
58,attacks,I-OffAct
58,is,O
58,still,O
58,uncertain,O
58,",",O
58,we,O
58,attribute,O
58,the,O
58,second,O
58,December,B-Time
58,phishing,B-OffAct
58,campaign,I-OffAct
58,to,O
58,the,O
58,China-based,B-Area
58,APT,B-HackOrg
58,group,I-HackOrg
58,that,O
58,we,O
58,refer,O
58,to,O
58,as,O
58,APT16,B-HackOrg
58,.,O
59,APT16,B-HackOrg
59,actors,I-HackOrg
59,sent,O
59,spear,B-Way
59,phishing,I-Way
59,emails,I-Way
59,to,O
59,two,O
59,Taiwanese,B-Area
59,media,B-Org
59,organizations,I-Org
59,.,O
60,On,O
60,the,O
60,same,O
60,date,O
60,that,O
60,APT16,B-HackOrg
60,targeted,O
60,Taiwanese,B-Area
60,media,B-Idus
60,",",O
60,suspected,O
60,Chinese,B-Area
60,APT,B-HackOrg
60,actors,I-HackOrg
60,also,O
60,targeted,O
60,a,O
60,Taiwanese,B-Area
60,government,B-Org
60,agency,I-Org
60,",",O
60,sending,O
60,a,O
60,lure,B-Way
60,document,I-Way
60,that,O
60,contained,O
60,instructions,O
60,for,O
60,registration,O
60,and,O
60,subsequent,O
60,listing,O
60,of,O
60,goods,O
60,on,O
60,a,O
60,local,O
60,Taiwanese,B-Area
60,auction,O
60,website,O
60,.,O
61,It,O
61,is,O
61,possible,O
61,",",O
61,although,O
61,not,O
61,confirmed,O
61,",",O
61,that,O
61,APT16,B-HackOrg
61,was,O
61,also,O
61,responsible,O
61,for,O
61,targeting,O
61,this,O
61,government,B-Org
61,agency,I-Org
61,",",O
61,given,O
61,both,O
61,the,O
61,timeframe,O
61,and,O
61,the,O
61,use,O
61,of,O
61,the,O
61,same,O
61,n-day,O
61,to,O
61,eventually,O
61,deploy,O
61,the,O
61,ELMER,B-Tool
61,backdoor,I-Tool
61,.,O
62,Despite,O
62,the,O
62,differing,O
62,sponsorship,O
62,",",O
62,penetration,O
62,of,O
62,Hong,B-Area
62,Kong,I-Area
62,and,O
62,Taiwan-based,B-Area
62,media,B-Org
62,organizations,I-Org
62,continues,O
62,to,O
62,be,O
62,a,O
62,priority,O
62,for,O
62,China-based,B-Area
62,APT16,B-HackOrg
62,.,O
63,The,O
63,suspected,O
63,APT16,B-HackOrg
63,targeting,O
63,of,O
63,the,O
63,Taiwanese,B-Area
63,government,B-Org
63,agency,I-Org
63,–,O
63,in,O
63,addition,O
63,to,O
63,the,O
63,Taiwanese,B-Area
63,media,B-Org
63,organizations,I-Org
63,–,O
63,further,O
63,supports,O
63,this,O
63,possibility,O
63,.,O
64,APT17,B-HackOrg
64,was,O
64,embedding,O
64,the,O
64,encoded,O
64,CnC,O
64,IP,O
64,address,O
64,for,O
64,the,O
64,BLACKCOFFEE,B-Tool
64,malware,I-Tool
64,in,O
64,legitimate,O
64,Microsoft,O
64,TechNet,O
64,profiles,O
64,pages,O
64,and,O
64,forum,O
64,threads,O
64,",",O
64,a,O
64,method,O
64,some,O
